1girl,1个女性
brown_cape,棕色斗篷
homurahara_academy_school_uniform,Homurahara学院学校制服
keychain,钥匙扣
checkered_necktie,方格领带
jack-o'_challenge,Jack-o'挑战
shared_food,共享食物|用嘴递食物
hyur,Hyur
aqua_dress,水蓝色连衣裙
lace_bra,蕾丝胸罩
lemon_slice,柠檬片
checkered_kimono,格子和服
multicolored_gloves,多色款手套
under_table,在桌子下面
train_station,车站
prostitution,卖春
whisk,搅拌
traffic_light,信号灯
hairdressing,梳理头发|扎辫子
clover_print,三叶草打印
against_tree,对抗树
striped_sleeves,条纹袖子
censored_nipples,审查乳头
holding_paintbrush,手握画笔
watering_can,水壶
snake_tail,蛇尾
purple_sweater,紫色毛衣
shrimp,虾
impregnation,受精图
skull_earrings,骷髅耳环
black_sports_bra,黑色运动胸罩
in_food,(角色)在食物里
diamond-shaped_pupils,钻石形学生
pearl_(gemstone),珍珠
orange_shorts,橙色短裤
rug,小地毯
bound_ankles,绑定脚踝
dixie_cup_hat,狗盆帽
large_hat,大帽子
drill,钻头
sidesaddle,侧坐在鞍上
harem,后宫
yellow_bra,黄色胸罩
two-tone_ribbon,两色色带
footprints,脚印
happy_tears,开心的眼泪
tape_gag,嘴里贴着胶布并被绑起来
sleeping_on_person,睡个好觉
board_game,棋盘游戏
looking_over_eyewear,看眼镜
finger_to_own_chin,手指
multicolored_bodysuit,多色款连体衣
monkey,猴子
m4_carbine,m4卡宾枪
flower_wreath,花环
orange_scarf,橙色围巾
holding_basket,提着篮子
fluffy,毛茸茸的
scar_on_forehead,额头上的疤痕
chasing,追逐
magatama_necklace,玛格塔玛项链
you're_doing_it_wrong,使用方法错误
star_choker,星形项圈
gatling_gun,加特林机枪
pale_color,苍白的颜色
refrigerator,冰箱
bomb,炸弹
identity_censor,眼部打码
railroad_tracks,轨道
crossbow,弩
bandaid_on_arm,手臂上贴着创可贴
plaid_necktie,格子领带
beltbra,皮带束胸
destruction,破坏
tennis_racket,网球拍
strawberry_print,草莓印花
cloud_print,云状印花
color_guide,色标卡
cockpit,外套
loose_clothes,宽松的衣服
poncho,穗饰披巾|雨披
ceiling_light,顶灯
hitachi_magic_wand,震动棒|按摩棒
earpiece,听筒
gloved_handjob,戴着手枪
body_hair,体毛
cafe,咖啡馆
condom_packet_strip,避孕套包装
pond,池塘
stripper_pole,钢管舞用的钢管
spoken_sweatdrop,表(流汗)无语的会话气泡
faucet,水龙头
butler,管家
anti-materiel_rifle,反器材步枪
dirty_clothes,弄脏的衣服
spitting,从嘴里吐出液体的动作
fishing,钓鱼
doyagao,得意脸
holding_controller,持有控制器
low_twin_braids,低双辫子
straitjacket,拘束服
alternate_form,形态变化
ornate_ring,华丽的戒指
no_wings,去掉了(原设有的)翅膀
dove,白鸽
birdcage,鸟笼
cheating_(relationship),作弊（关系）
mace,权杖
champagne_flute,香槟杯
selfcest,(同一人但不同版本或形象)自攻自受
multicolored_bikini,多色款比基尼
variations,(变装、变化、变色、成长)对比图
bandage_on_face,贴有绷带的脸
surprise_kiss,惊喜之吻|意外之吻
full_nelson,双肩下握颈体位
sparks,火星子
winged_helmet,带翅膀的头盔
aqua_ribbon,水蓝色丝带
alley,小巷
on_grass,在草地上
freediving,潜水(泳姿不限)
deviantart_username,DeviantArt用户名
parted_hair,分开的头发
ink,墨水|颜料
looking_at_phone,看手机
dolphin,海豚
fewer_digits,数字较少
cracked_skin,皮肤破裂
cowboy_western,牛仔西方
mixed_media,手绘和数绘并存风格
grey_socks,灰色袜子
drone,无人机
voyakiloid,弱音(歌手)
after_kiss,接吻后
futanari_masturbation,Futanari手淫
tickling,挠痒痒
missile,导弹
crescent_facial_mark,新月的面部标记
pain,疼痛
artificial_vagina,飞机杯
purple_sky,紫色的天空
briefcase,公文包
yellow_vest,黄色背心
thick_arms,厚的手臂
mask_pull,拉着口罩
on_person,在人身上
brown_sailor_collar,棕色水手领
spider,蜘蛛
plectrum,拨片
circle_name,封绘署名
pocky_kiss,百奇游戏
brushing_hair,刷头发
roller_skates,旱冰鞋
tube,管子
gorget,护喉|护喉甲|颈甲
tanabata,七夕
pussy_juice_puddle,爱液流成的滩
torpedo_tubes,鱼雷管
hands_on_own_thighs,双手放在自己的大腿上
mimikaki,采耳
aqua_bowtie,Aqua Bowtie
eastern_dragon,东方龙
holding_syringe,手持注射器
shinsengumi,新选组
confession,表白
frilled_capelet,花边披肩
sitting_in_tree,坐在树上
green_gemstone,绿色宝石
holly,冬青
kuromorimine_school_uniform,黑森峰女子学园校服
rubble,瓦砾
light_areolae,有光泽的乳晕
white_horns,白角
leg_belt,腿部系着带子
hooves,蹄子
pole_dancing,钢管舞
pink_one-piece_swimsuit,粉红色的一件泳衣
fellatio_gesture,摆着口交的手势
holding_hammer,握住锤子
implied_futanari,暗示其是扶她
yellow-framed_eyewear,黄框眼镜
skull_print,骷髅印花
bird_on_hand,手上的鸟
yasogami_school_uniform,八十神高中校服
thighhighs_pull,拉着长袜|拉着过膝袜|拉着裤袜
sticker,贴纸
character_print,印着某角色
patch,补丁
breast_curtain,胸帘
barcode_tattoo,条形码纹身
wooden_sword,木剑
fine_fabric_emphasis,精细的面料感|超还原的丝袜
blue_apron,蓝色围裙
frilled_ribbon,花边缎带
holding_drink,拿酒
breasts_on_head,压在头上的乳房
deer_ears,鹿耳
impossible_dress,过分紧身的衣服
x_x,X_X
dress_tug,压住裙摆
overskirt,外裙|套裙
beam_rifle,激光步枪
breast_smother,洗面奶
nail_art,美甲
super_robot,超级机器人
scarlet_devil_mansion,红魔馆
purple_sailor_collar,紫色水手领
eye_focus,眼睛焦点
coral,珊瑚
cabinet,储藏柜
high-waist_pants,高腰裤子
cousins,表亲
helm,戴着头盔的
through_clothes,隔着衣物爱抚
fanny_pack,腰包
multicolored_swimsuit,彩色泳衣
song_name,歌名
pink_hoodie,粉色连帽衫
aerial_fireworks,空中烟火
puffy_shorts,蓬蓬的短裤
swing,摆动
buck_teeth,龅牙
baseball_uniform,棒球服
star_halo,明星光晕
biker_clothes,自行车运动服
eye_mask,眼罩
spring_(season),春季
adjusting_gloves,拨弄手套
reflective_floor,反光地板
confused,使困惑
see-through_leotard,透明的紧身连衣裤
leopard_ears,豹耳朵
yellow_thighhighs,黄色的黄色高
very_long_fingernails,非常长的指甲
flexing,秀肌肉
tarot,塔罗牌
palms,手掌
seigaiha,青海波(日本古画素材)
legwear_garter,腿衣吊袜带
fortissimo,Fortissimo
menu,菜单
holding_pencil,手持铅笔
ribbon_bondage,被丝带捆住|人捆成礼物的样子
incoming_gift,递礼物
starry_sky_print,星空印花
red_armor,红色盔甲
brown_capelet,棕色帽子
grabbing_another's_chin,抓住另一个下巴
kalashnikov_rifle,卡拉什尼科夫步枪
tangzhuang,唐装
insect_wings,昆虫翅膀
plaid_background,格子呢背景
red_socks,红袜子
naginata,薙刀
hair_in_mouth,嘴里有头发
magatama_earrings,Magatama耳环
polka_dot_dress,圆点连衣裙
in_the_face,有某物冲到脸上
cucumber,黄瓜
breasts_on_glass,胸压玻璃
hair_brush,梳子
german_clothes,德国服装
naked_jacket,裸夹克
after_paizuri,乳交后
green-framed_eyewear,绿框眼镜
radio_antenna,无线电天线
worried,担心
bow-shaped_hair,弓形头发
cherry_blossom_print,樱花印花
leaning_on_object,靠在物体上
marker,记号笔|记号笔写的标记
pencil_dress,铅笔裙
pokemon_on_head,头上的口袋妖怪
beckoning,招手
crotch_plate,裆部有特别覆盖物
stuck,壁尻
dowsing_rod,占星杖
messy,身上有凌乱的污渍
lip_piercing,唇钉
white_suit,白色西装
hand_on_thigh,大腿上方
role_reversal,角色转换
chocolate_bar,巧克力板
horned_helmet,带角头盔
star_necklace,星形项链
moon_(ornament),月亮（装饰）
autobot,汽车人
teasing,戏弄
skin_fangs,皮肤牙
lounge_chair,躺椅
cross_scar,交叉疤痕
o-ring_choker,O形圈曲
poke_ball_symbol,戳球符号
faux_figurine,仿手办风格
bondage_outfit,束缚服
projected_inset,类似海报或杂志的插图效果
monsterification,魔物化
untucked_shirt,解开的衬衫
embellished_costume,经润饰的服装
sorcerer's_sutra_scroll,大空卷轴
gem_(symbol),宝石（符号）
patchwork_skin,拼布皮肤
claw_(weapon),爪(武器)
fish_girl,鱼人
torn,撕裂
pink_vest,粉色背心
hakurei_reimu_(cosplay),角色cos灵梦
mechanical_pencil,出芯笔
heckler_&_koch,黑克勒-科赫制系列武器
milk_carton,牛奶盒
barbell_piercing,杠铃刺穿
shikigami,式神
bamboo_broom,竹扫帚
wheel,车轮
peeking,偷窥
color_connection,色彩关联
tactical_clothes,战术衣服
red_hoodie,红色连帽衫
strapless_shirt,无肩带衬衫
tokusatsu,Tokusatsu
unconscious,失神
chandelier,吊灯
blinds,百叶窗
wooden_wall,木墙
chain_leash,链皮带
polo_shirt,马球衫
see-through_dress,透明连衣裙
striped_one-piece_swimsuit,条纹的一件泳衣
two-handed,用双手
bishamonten's_pagoda,毘沙门天宝塔
ofuda_on_clothes,衣服上贴着符纸
hikimayu,引眉
single_pauldron,单人Pauldron
stiletto_heels,细跟高跟鞋
german_text,德语
hand_on_own_leg,leg
white_sash,白色腰带
drill_locks,钻锁
bikini_top_removed,脱下了比基尼上衣
park_bench,公园的长椅上
sunburst_background,阳光背景
orange_legwear,橙色裤袜
latex_bodysuit,乳胶紧身衣裤
icho_private_high_school_uniform,ICHO私立高中制服
hagoita,羽子板
video_game,电子游戏
old_woman,老妇
leg_hold,腿握住
large_insertion,巨根插入
striped_gloves,条纹手套
high-waist_shorts,高腰短裤
greatsword,长剑
purple_one-piece_swimsuit,紫色的一件泳衣
circled_9,盘旋9
black_robe,黑色长袍
staff_(music),工作人员(音乐)
bowing,鞠躬
fireflies,萤火虫
harem_outfit,舞娘服
elite_ii_(arknights),精英II（Arknights）
ushanka,俄罗斯冬帽
cupless_bra,高露出度胸罩
spiked_tail,带刺的尾巴
fingers,手指
futa_with_futa,两个扶她
red_cross,红十字
suppressor,消音器
health_bar,血量槽|HP|血条
groin_tendon,腹股沟肌腱
holstered_weapon,皮套武器
cuddling,拥抱
plaid_bowtie,格子弓
viera,维埃拉
lipstick_tube,口红管
pentacle,五芒星印
leotard_pull,剥开连衣裤
instrument_case,乐器盒
cosplay_photo,角色扮演照片
checkerboard_cookie,棋盘曲奇
holding_whip,握着鞭子
hexagon,六边形
green_hoodie,绿色连帽衫
mars_symbol,♂
holding_sack,拎着包袱
eagle,鹰
naked_hoodie,裸体且穿着连帽衫
taut_dress,绷紧的连衣裙
ribbon-trimmed_collar,带状饰带的衣领
gold_hairband,金发带
kusazuri,腹当|草摺
spine,脊柱
choko_(cup),猪口杯
shallow_water,浅水
gold_earrings,金耳环
mahjong,麻将
ramune,波子汽水
holding_stick,握住棍子
different_reflection,映出的另一面
wisteria,紫藤
single_gauntlet,单手穿着护臂
crazy_smile,疯狂的微笑
head_between_breasts,头埋在胸里|洗面奶
nontraditional_playboy_bunny,非传统的花花公子兔子
pacifier,奶嘴
sakugawa_school_uniform,栅川中学校服
red_cloak,红色披风
notepad,便条簿
visible_air,被画出来的空气
fallen_down,倒地的
whipped_cream,生奶油
reach-around,从背后伸手过来刺激性伴侣
fff_threesome,女女女3P
graveyard,墓地
puffy_detached_sleeves,蓬蓬的袖子
japanese_flag,日本国旗
power_suit,动能服
strap-on,戴着假阴茎
painting_(action),绘画（动作）
yellow_cardigan,黄色开衫
neon_lights,霓虹灯
tulip_hat,郁金香帽子
bear_hair_ornament,熊印花头饰
sword_over_shoulder,靠在肩上的剑
love_letter,情书
kissing_forehead,亲吻额头
office,办公室
beach_chair,沙滩椅
dinosaur,恐龙
raimon,雷门高中
rotational_symmetry,对称旋转|《少女革命》女同转圈圈
ribbon_in_mouth,嘴里叼着丝带
blueberry,蓝莓
simplified_chinese_text,简体字
green_neckerchief,绿色的脖子
holding_leash,握住皮带
kibito_high_school_uniform,基比托高中制服
arm_between_breasts,两只乳房之间的臂
truth,真相吐槽
perineum,会阴
spiked_shell,带刺的龟壳
centaur,人马|马娘
pussy_piercing,猫穿刺
playstation_portable,掌机
earth_(ornament),地球（装饰）
other_focus,性别不定的非人角色
air_conditioner,空调
wing_hair_ornament,机翼发饰
mascot,吉祥物
reindeer_costume,驯鹿服装
collared_cape,领斗篷
caressing_testicles,爱抚睾丸
sweatshirt,长袖运动卫衣
kiyosumi_school_uniform,清澄高中校服
tail_censor,尾巴遮住三点|用尾巴打码
tiger_boy,老虎男孩
tan_background,棕褐色背景
title,标题
aqua_theme,水蓝色
stationary_restraints,用装置强行固定人体
frilled_cuffs,褶皱袖口
thigh_cutout,大腿切口
wolf_boy,狼男孩
cotton_candy,棉花糖
sanshoku_dango,三花团子
boned_meat,带骨肉
holding_needle,拿着缝衣针
garden,花园
hooded_sweater,连帽毛衣
caution_tape,警示带
blood_from_eyes,眼睛的血
stuffed_shark,填充鲨鱼
yagasuri,箭羽纹
bendy_straw,弯折的吸管
age_progression,年龄段展现
truck,卡车
candlestand,烛台
green_apron,绿色围裙
camcorder,摄像机
buzz_cut,嗡嗡声切割
plant_girl,娘化植物
overgrown,杂草丛生
yellow_skin,黄色皮肤
white-framed_eyewear,白框眼镜
spiked_club,狼牙棒
handsfree_ejaculation,免费射精
clothed_female_nude_female,穿着衣服的女性和裸女
hand_puppet,手上套着玩偶
grey_necktie,灰色领带
helicopter,直升机
chocolate_on_body,巧克力在身体上
fish_hair_ornament,鱼形发饰
halberd,戟
untying,解开的
heart_tail,心形尾巴|心形尾尖|尾巴摆出心形
okamisty,尤指米斯蒂娅·萝蕾拉的形象
drying,弄干(浴后)
magnifying_glass,放大镜
palette_(object),调色板（对象）
invisible_penis,隐去阴茎
viewer_holding_leash,握着皮带的观众
arm_wrap,袖套
donation_box,募捐箱
flame_print,火焰图案
makizushi,海苔卷寿司
santa_boots,圣诞老人靴
hanging,吊起来的
aqua_shirt,水蓝色衬衫
sitting_on_object,坐在物体上
holding_shoes,拿着鞋子
hand_on_another's_ass,交给别人的屁股
morning,早晨
nijigasaki_academy_school_uniform,Nijigasaki学院学校制服
tall_female,高个女性
pawpads,pawpads
vibrator_under_panties,塞着跳蛋且穿着内裤
wiping_tears,擦眼泪
head_chain,头链
mechanization,机械化
fox_boy,福克斯男孩
puffy_pants,蓬松的裤子
timestamp,时间戳
tight_shirt,紧身衬衫
back-seamed_legwear,袜缝
fiery_hair,炽热的头发
used_tissue,用过的纸巾
black_sash,黑色腰带
buttjob,臀交
shirt_in_mouth,嘴里的衬衫
presenting_armpit,呈现腋窝
holding_innertube,拿着泳圈
spanking,打屁股
sports_car,跑车
pink_blood,粉红色的血
poke_ball_print,精灵球图案
ruffling_hair,荷叶头发
spirit,还魂|伴灵|精神体
striped_kimono,条纹和服
handkerchief,手帕
crane_(machine),起重机
expressive_hair,富有表现力的头发
petting,抚摸
tree_stump,树桩
column,柱子
ass_cutout,露出屁股的服饰
oral_invitation,迎接射精而伸出舌头
mismatched_pupils,不匹配的学生
horns_through_headwear,为角留了洞的头饰
holding_lantern,抱着灯笼
alternate_skin_color,肤色变化
molestation,性骚扰
mouth_veil,面纱
onmyouji,阴阳师
penis_outside,阴茎在外面
curtsey,(女子的)屈膝礼
shiba_inu,柴犬
side-tie_leotard,侧边系带连身衣
open_window,打开的窗户
dirndl,阿尔卑斯村姑裙
raised_fist,举起的拳头
multiple_condoms,多个避孕套
pectoral_grab,胸甲抓取
after_ejaculation,射精后
cropped_vest,小款背心
gamepad,游戏手柄
bowl_cut,锅盖头
pixiv_id,Pixiv ID
grey_scarf,灰色围巾
window_shade,透过窗户照进来的光
expressive_clothes,富有表现力的衣服
inflation,隆起的腹部
santa_dress,圣诞老人连衣裙
neck,脖子
beige_sweater,米色毛衣
jersey,运动衫
triforce,三角神力
bear_girl,熊女孩
party_hat,派对帽
harem_pants,灯笼裤
monkey_ears,猴耳
leather_belt,皮带
narrowed_eyes,狭窄的眼睛
polka_dot_swimsuit,圆斑泳衣
spell_card,魔咒卡
weibo_logo,微博徽标
gym_storeroom,体育仓库
ribbed_bodysuit,棱纹紧身衣
alternate_weapon,武器变化
plaid_headwear,格子头饰
hand_on_another's_stomach,手放在对方的肚子上
skyline,天际线
spread_toes,张开脚趾
cowlick,牛lick
panda_ears,熊猫耳朵
lipstick_mark,口红印
ovum,卵子
omurice,蛋包饭
open_bra,(前面)解开的胸罩
stone_lantern,石灯笼
hidden_eyes,隐藏的眼睛
radio,收音机
non-humanoid_robot,非人类机器人
pet_play,宠物play
thigh_pouch,腿上绑着工具包
animal_feet,动物脚
sangvis_ferri,铁血工造(少女前线)
h&k_hk416,HK416
baguette,法国面包
mole_on_neck,脖子上有痣
brushing_teeth,刷牙
pointless_condom,有套子但还是内射了
diamond_button,钻石按钮
medium_dress,中装
index_fingers_together,将手指夹在一起
coca-cola,可口可乐
fake_facial_hair,假胡须
nanairogaoka_middle_school_uniform,七色丘中学校服
scene_reference,场景参考
treasure_chest,宝箱
utility_belt,战术皮带
doughnut_hair_bun,甜甜圈发bun
sitting_on_stairs,坐在楼梯上
holding_clipboard,持有剪贴板
dakimakura_(object),抱枕(物体)
propeller,螺旋桨
fangs_out,牙
countdown,倒计时
excessive_pubic_hair,极浓密的阴毛
redesign,重新设计
pink_sailor_collar,粉色水手领
micro_panties,布料很少的内裤
excessive_cum,超大的射精量
pavement,路面
tapir_tail,貘尾
brown_kimono,棕色和服
cow_boy,牛男孩
finger_to_face,手指面对
bear_print,熊印花
orange_sailor_collar,橙色水手领
tribal,部落
carrying_under_arm,夹在腋下
ajirogasa,笠帽
happi,法被
glomp,热情的拥抱|扑上来抱住
kanji,汉字
yellow_wings,黄色的翅膀
holding_helmet,拿着头盔
fighter_jet,战斗机
open_pants,打开裤子
takoyaki,章鱼烧
sidepec,Sidepec
forehead-to-forehead,额头贴额头
cupping_hands,拔罐手
talking_on_phone,打电话
male_playboy_bunny,男性花花公子兔子
goat_ears,山羊耳
globe,地球仪
baseball_mitt,棒球手套
eyewear_on_headwear,眼镜上的头饰
blonde_pubic_hair,金色阴毛
oversized_shirt,过大号衬衫
no_testicles,没画睾丸
hand_on_breast,手上的乳房
masturbation_through_clothes,通过衣服手淫
